episode,steps,reward,avg_reward_100,avg_reward_20,loss,total_steps,elapsed_sec
1,11,-8.50,-8.50,-8.50,,11,9.8
2,39,2.00,-3.25,-3.25,,50,38.3
3,38,-11.00,-5.83,-5.83,,88,66.5
4,34,-4.50,-5.50,-5.50,,122,92.6
