episode,steps,reward,avg_reward_100,avg_reward_20,loss,total_steps,elapsed_sec
1,27,6.00,6.00,6.00,,27,21.1
2,39,13.00,9.50,9.50,,66,52.1
3,33,10.00,9.67,9.67,,99,80.6
4,36,14.00,10.75,10.75,,135,112.1
5,61,21.00,12.80,12.80,,196,158.0
6,32,0.00,10.67,10.67,,228,185.3
7,30,-1.00,9.00,9.00,,258,216.6
8,60,22.00,10.62,10.62,,318,257.8
9,36,4.00,9.89,9.89,,354,287.2
10,31,8.00,9.70,9.70,,385,314.1
11,40,14.00,10.09,10.09,,425,344.8
12,34,8.00,9.92,9.92,,459,372.0
