episode,steps,reward,avg_reward_100,avg_reward_20,loss,total_steps,elapsed_sec
1,180,5.00,5.00,5.00,,180,94.7
2,60,6.00,5.50,5.50,,240,133.1
3,34,-10.00,0.33,0.33,,274,159.5
4,54,1.00,0.50,0.50,,328,195.0
5,36,-3.00,-0.20,-0.20,,364,221.3
6,36,-4.00,-0.83,-0.83,,400,247.6
7,40,-7.00,-1.71,-1.71,,440,275.9
8,48,-2.00,-1.75,-1.75,,488,308.2
9,35,-7.00,-2.33,-2.33,,523,334.8
10,37,-10.00,-3.10,-3.10,,560,361.6
11,37,-10.00,-3.73,-3.73,,597,388.4
12,36,-10.00,-4.25,-4.25,,633,414.7
