episode,steps,reward,avg_reward_100,avg_reward_20,loss,total_steps,elapsed_sec
1,20,-4.50,-4.50,-4.50,,20,16.4
2,33,-8.00,-6.25,-6.25,,53,44.5
3,47,-9.00,-7.17,-7.17,,100,82.7
4,33,-3.50,-6.25,-6.25,,133,110.5
5,38,-10.50,-7.10,-7.10,,171,142.6
